,availability_365
258,False
259,True
260,False
261,True
262,False
263,True
264,False
265,False
266,False
267,False
268,False
269,False
270,True
271,False
272,False
273,False
274,False
275,True
276,False
277,False
278,False
279,True
280,False
281,False
282,True
283,False
284,False
285,True
286,True
287,False
288,False
289,False
290,True
291,False
292,True
293,False
294,False
295,True
296,False
297,False
298,False
299,True
300,False
301,True
302,True
303,True
304,False
305,False
306,True
307,False
308,False
309,True
310,False
311,False
312,False
313,False
314,False
315,False
316,False
317,False
318,True
319,True
320,True
321,True
322,False
323,True
324,False
325,True
326,False
327,False
328,False
329,False
330,False
331,False
332,True
333,False
334,False
335,True
336,True
337,False
338,True
339,False
340,False
341,False
342,True
343,False
344,False
345,True
346,False
347,False
348,True
349,False
350,False
351,False
352,False
353,False
354,True
355,False
356,True
357,True
358,False
359,False
360,False
361,True
362,True
363,True
364,False
365,False
366,True
367,False
368,False
369,False
370,False
371,False
372,False
373,False
374,True
375,False
376,True
377,False
378,True
379,True
380,True
381,True
382,True
383,False
384,True
385,True
386,False
387,True
388,True
389,False
390,True
391,False
392,False
393,True
394,False
395,False
396,False
397,True
398,True
399,False
400,False
401,True
402,False
403,False
404,True
405,False
406,True
407,True
408,False
409,False
410,False
411,False
412,False
413,True
414,False
415,False
416,False
417,False
418,False
419,False
420,False
421,False
422,True
423,False
424,True
425,False
426,False
427,True
428,True
429,True
430,True
431,False
432,True
433,True
434,False
435,False
436,True
437,False
438,True
439,False
440,False
441,True
442,False
443,False
444,False
445,False
446,False
447,False
448,False
449,True
450,True
451,False
452,True
453,True
454,True
455,True
456,True
457,True
458,False
459,False
460,False
461,False
462,False
463,True
464,False
465,False
466,True
467,False
468,True
469,False
470,False
471,False
472,False
473,False
474,True
475,False
476,False
477,True
478,True
479,True
480,False
481,True
482,False
483,False
484,True
485,True
486,True
487,True
488,True
489,False
490,False
491,True
492,True
493,True
494,True
495,False
496,True
497,True
498,True
499,False
500,True
501,False
502,True
503,False
504,False
505,True
506,True
507,True
508,False
509,True
510,True
511,False
512,False
513,False
514,True
515,False
516,False
517,False
518,False
519,False
520,False
521,True
522,False
523,False
524,True
525,True
526,True
527,True
528,True
529,False
530,False
531,True
532,True
533,True
534,True
535,True
536,False
537,False
538,False
539,False
540,True
541,False
542,True
543,True
544,False
545,True
546,False
547,True
548,False
549,True
550,True
551,False
552,False
553,False
554,False
555,False
556,False
557,True
558,False
559,False
560,False
561,True
562,False
563,False
564,False
565,False
566,True
567,False
568,True
569,False
570,True
571,False
572,True
573,False
574,False
575,True
576,False
577,False
578,False
579,True
580,True
581,False
582,False
583,False
584,True
585,False
586,False
587,False
588,False
589,False
590,True
591,True
592,True
593,True
594,True
595,False
596,False
597,True
598,True
599,False
600,True
601,True
602,False
603,False
604,True
605,False
606,True
607,True
608,False
609,False
610,False
611,False
612,True
613,True
614,True
615,False
616,True
617,False
618,True
619,True
620,True
621,False
622,True
623,True
624,True
625,False
626,True
627,True
628,True
629,False
630,False
631,False
632,False
633,False
634,True
635,False
636,False
637,False
638,False
639,False
640,False
641,True
642,False
643,False
644,False
645,False
646,False
647,False
648,True
649,False
650,True
651,False
652,False
653,False
654,False
655,False
656,False
657,False
658,True
659,False
660,False
661,True
662,True
663,False
664,False
665,True
666,False
667,False
668,False
669,True
670,False
671,False
672,False
673,False
674,True
675,False
676,False
677,False
678,False
679,False
680,False
681,True
682,True
683,False
684,False
685,True
686,False
687,True
688,False
689,True
690,True
691,True
692,False
693,True
694,True
695,False
696,True
697,False
698,False
699,False
700,True
701,True
702,False
703,True
704,False
705,False
706,False
707,False
708,True
709,False
710,True
711,False
712,True
713,False
714,True
715,False
716,False
717,True
718,True
719,True
720,True
721,True
722,True
723,True
724,False
725,True
726,True
727,False
728,False
729,True
730,True
731,True
732,False
733,True
734,False
735,True
736,False
737,True
738,True
739,False
740,True
741,True
742,True
743,True
744,True
745,False
746,False
747,False
748,False
749,True
750,False
751,True
752,True
753,False
754,True
755,False
756,True
757,True
758,True
759,True
760,False
761,False
762,False
763,False
764,False
765,True
766,True
767,False
768,True
769,True
770,True
771,False
772,True
773,True
774,False
775,False
776,True
777,False
778,True
779,True
780,False
781,False
782,False
783,False
784,False
785,False
786,False
787,False
788,False
789,False
790,True
791,True
792,False
793,False
794,False
795,False
796,False
797,True
798,False
799,True
800,True
801,True
802,False
803,False
804,True
805,False
806,False
807,False
808,False
809,False
810,False
811,False
812,False
813,True
814,False
815,True
816,False
817,True
818,False
819,False
820,False
821,False
822,True
823,True
824,False
825,True
826,False
827,True
828,False
829,True
830,False
831,False
832,False
833,False
834,False
835,False
836,False
837,False
838,False
839,False
840,False
841,False
842,True
843,False
844,False
845,True
846,True
847,True
848,False
849,True
850,True
851,True
852,True
853,False
854,False
855,False
856,True
857,True
858,False
859,True
860,False
861,False
862,False
863,True
864,False
865,False
866,False
867,False
868,False
869,False
870,True
871,True
872,False
873,True
874,True
875,False
876,True
877,True
878,False
879,True
880,True
881,False
882,False
883,False
884,True
885,False
886,True
887,False
888,False
889,False
890,True
891,True
892,False
893,False
894,True
895,True
896,False
897,False
898,False
899,False
900,False
901,False
902,True
903,True
904,True
905,True
906,True
907,True
908,False
909,False
910,False
911,True
912,True
913,False
914,True
915,True
916,True
917,False
918,True
919,False
920,False
921,True
922,False
923,False
924,True
925,True
926,True
927,True
928,True
929,False
930,True
931,True
932,True
933,True
934,False
935,False
936,False
937,True
938,False
939,True
940,True
941,False
942,False
943,False
944,False
945,True
946,False
947,False
948,True
949,False
950,False
951,False
952,False
953,True
954,True
955,False
956,False
957,True
958,True
959,True
960,True
961,True
962,True
963,False
964,True
965,False
966,True
967,True
968,True
969,True
970,True
971,False
972,False
973,True
974,False
975,True
976,False
977,True
978,False
979,True
980,True
981,True
982,False
983,False
984,True
985,True
986,False
987,True
988,False
989,False
990,True
991,True
992,False
993,False
994,True
995,True
996,True
997,False
998,False
999,True
1000,True
1001,True
1002,True
1003,True
1004,True
1005,True
1006,False
1007,False
1008,False
1009,True
1010,True
1011,True
1012,True
1013,False
1014,False
1015,False
1016,False
1017,True
1018,True
1019,True
1020,True
1021,True
1022,False
1023,False
1024,False
1025,False
1026,True
1027,False
1028,True
1029,False
1030,True
1031,True
1032,True
1033,True
1034,True
1035,True
1036,True
1037,True
1038,True
1039,False
1040,True
1041,False
1042,True
1043,False
1044,True
1045,False
1046,True
1047,True
1048,True
1049,False
1050,False
1051,True
1052,False
1053,True
1054,False
1055,False
1056,False
1057,False
1058,False
1059,False
1060,True
1061,False
1062,False
1063,False
1064,False
1065,False
1066,False
1067,True
1068,False
1069,False
1070,True
1071,False
1072,False
1073,True
1074,False
1075,False
1076,True
1077,True
1078,False
1079,False
1080,True
1081,False
1082,True
1083,True
1084,False
1085,False
1086,True
1087,True
1088,True
1089,True
1090,False
1091,False
1092,True
1093,True
1094,True
1095,True
1096,False
1097,False
1098,False
1099,False
1100,True
1101,False
1102,True
1103,False
1104,False
1105,False
1106,True
1107,False
1108,True
1109,True
1110,False
1111,False
1112,False
1113,True
1114,True
1115,True
1116,False
1117,True
1118,False
1119,False
1120,True
1121,True
1122,False
1123,False
1124,False
1125,False
1126,False
1127,False
1128,False
1129,False
1130,False
1131,True
1132,False
1133,True
1134,False
1135,True
1136,True
1137,True
1138,True
1139,True
1140,False
1141,False
1142,False
1143,False
1144,False
1145,False
1146,True
1147,False
1148,False
1149,False
1150,True
1151,False
1152,True
1153,False
1154,False
1155,True
1156,False
1157,True
1158,True
1159,True
1160,True
1161,True
1162,False
1163,False
1164,False
1165,True
1166,False
1167,False
1168,False
1169,False
1170,False
1171,False
1172,True
1173,True
1174,False
1175,True
1176,True
1177,False
1178,False
1179,False
1180,True
1181,False
1182,True
1183,True
1184,True
1185,False
1186,True
1187,False
1188,False
1189,True
1190,False
1191,False
1192,True
1193,True
1194,True
1195,True
1196,True
1197,True
1198,False
1199,True
1200,False
1201,True
1202,False
1203,True
1204,False
1205,False
1206,False
1207,True
1208,True
1209,False
1210,False
1211,False
1212,False
1213,True
1214,True
1215,False
1216,False
1217,False
1218,True
1219,False
1220,True
1221,False
1222,False
1223,False
1224,False
1225,True
1226,False
1227,True
1228,True
1229,True
1230,True
1231,False
1232,True
1233,False
1234,False
1235,False
1236,False
1237,True
1238,True
1239,True
1240,False
1241,True
1242,True
1243,True
1244,True
1245,True
1246,True
1247,False
1248,False
1249,True
1250,True
1251,False
1252,False
1253,True
1254,False
1255,True
1256,True
1257,True
1258,False
1259,False
1260,False
1261,False
1262,False
1263,False
1264,False
1265,True
1266,True
1267,False
1268,True
1269,True
1270,False
1271,False
1272,True
1273,True
1274,True
1275,False
1276,False
1277,False
1278,True
1279,True
1280,False
1281,True
1282,True
1283,False
1284,False
1285,True
1286,False
1287,True
1288,False
1289,False
1290,False
1291,True
1292,True
1293,True
1294,False
1295,True
1296,False
1297,False
1298,True
1299,False
1300,True
1301,True
1302,True
1303,False
1304,False
1305,True
1306,False
1307,True
1308,False
1309,True
1310,False
1311,True
1312,True
1313,False
1314,True
1315,False
1316,True
1317,True
1318,True
1319,False
1320,True
1321,True
1322,False
1323,True
1324,True
1325,False
1326,True
1327,True
1328,False
1329,True
1330,True
1331,False
1332,False
1333,False
1334,True
1335,True
1336,False
1337,True
1338,True
1339,False
1340,False
1341,False
1342,True
1343,True
1344,False
1345,False
1346,True
1347,False
1348,True
1349,False
1350,False
1351,False
1352,False
1353,False
1354,False
1355,False
1356,True
1357,False
1358,False
1359,True
1360,False
1361,False
1362,False
1363,False
1364,False
1365,True
1366,True
1367,True
1368,True
1369,False
1370,False
1371,False
1372,False
1373,False
1374,True
1375,False
1376,True
1377,False
1378,False
1379,True
1380,False
1381,True
1382,True
1383,True
1384,False
1385,False
1386,False
1387,False
1388,False
1389,False
1390,True
1391,False
1392,False
1393,False
1394,True
1395,False
1396,True
1397,False
1398,False
1399,True
1400,False
1401,False
1402,False
1403,False
1404,False
1405,False
1406,False
1407,True
1408,False
1409,False
1410,True
1411,True
1412,False
1413,True
1414,True
1415,False
1416,False
1417,False
1418,True
1419,True
1420,True
1421,False
1422,False
1423,False
1424,False
1425,False
1426,False
1427,False
1428,True
1429,False
1430,False
1431,False
1432,False
1433,True
1434,False
1435,False
1436,True
1437,False
1438,False
1439,True
1440,True
1441,True
1442,True
1443,False
1444,False
1445,False
1446,True
1447,True
1448,False
1449,False
1450,True
1451,False
1452,False
1453,True
1454,False
1455,False
1456,False
1457,False
1458,True
1459,False
1460,True
1461,False
1462,True
1463,True
1464,True
1465,False
1466,False
1467,False
1468,True
1469,False
1470,True
1471,False
1472,False
1473,False
1474,False
1475,False
1476,True
1477,False
1478,False
1479,False
1480,False
1481,True
1482,False
1483,True
1484,False
1485,True
1486,True
1487,False
1488,False
1489,False
1490,False
1491,True
1492,False
1493,True
1494,True
1495,True
1496,True
1497,True
1498,False
1499,True
1500,True
1501,True
1502,False
1503,True
1504,False
1505,True
1506,True
1507,True
1508,False
1509,False
1510,True
1511,True
1512,False
1513,True
1514,False
1515,False
1516,True
1517,True
1518,False
1519,False
1520,False
1521,True
1522,False
1523,False
1524,True
1525,True
1526,False
1527,False
1528,True
1529,True
1530,False
1531,False
1532,True
1533,False
1534,False
1535,True
1536,True
1537,True
1538,False
1539,True
1540,False
1541,True
1542,False
1543,True
1544,True
1545,True
1546,False
1547,False
1548,False
1549,False
1550,False
1551,False
1552,False
1553,False
1554,False
1555,False
1556,False
1557,True
1558,True
1559,True
1560,False
1561,False
1562,False
1563,False
1564,False
1565,False
1566,True
1567,False
1568,False
1569,True
1570,False
1571,True
1572,False
1573,False
1574,False
1575,False
1576,True
1577,True
1578,False
1579,False
1580,False
1581,False
1582,True
1583,True
1584,False
1585,False
1586,False
1587,True
1588,True
1589,True
1590,True
1591,True
1592,True
1593,True
1594,True
1595,False
1596,True
1597,True
1598,True
1599,True
1600,True
1601,False
1602,True
1603,True
1604,False
1605,False
1606,True
1607,True
1608,False
1609,True
1610,True
1611,True
1612,True
1613,True
1614,False
1615,True
1616,False
1617,False
1618,False
1619,True
1620,False
1621,True
1622,True
1623,False
1624,True
1625,False
1626,False
1627,False
1628,False
1629,False
1630,False
1631,False
1632,True
1633,False
1634,True
1635,False
1636,False
1637,False
1638,False
1639,True
1640,False
1641,False
1642,True
1643,False
1644,True
1645,True
1646,False
1647,False
1648,False
1649,False
1650,True
1651,False
1652,False
1653,True
1654,False
1655,True
1656,False
1657,False
1658,True
1659,False
1660,False
1661,False
1662,True
1663,True
1664,True
1665,False
1666,True
1667,True
1668,True
1669,True
1670,False
1671,True
1672,False
1673,True
1674,True
1675,True
1676,True
1677,False
1678,True
1679,False
1680,True
1681,True
1682,True
1683,False
1684,True
1685,False
1686,True
1687,True
1688,True
1689,False
1690,True
1691,False
1692,True
1693,False
1694,True
1695,False
1696,False
1697,False
1698,False
1699,True
1700,True
1701,False
1702,False
1703,False
1704,False
1705,True
1706,False
1707,True
1708,False
1709,False
1710,True
1711,False
1712,False
1713,True
1714,True
1715,True
1716,False
1717,False
1718,False
1719,True
1720,False
1721,True
1722,False
1723,False
1724,True
1725,True
1726,True
1727,True
1728,False
1729,True
1730,False
1731,False
1732,False
1733,True
1734,False
1735,False
1736,True
1737,True
1738,False
1739,True
1740,False
1741,False
1742,False
1743,True
1744,False
1745,False
1746,False
1747,True
1748,False
1749,False
1750,True
1751,False
1752,False
1753,True
1754,True
1755,True
1756,True
1757,True
1758,False
1759,False
1760,True
1761,True
1762,True
1763,False
1764,True
1765,True
1766,False
1767,True
1768,True
1769,True
1770,False
1771,False
1772,True
1773,True
1774,False
1775,False
1776,False
1777,False
1778,True
1779,True
1780,False
1781,False
1782,False
1783,False
1784,False
1785,False
1786,True
1787,False
1788,True
1789,False
1790,False
1791,False
1792,True
1793,False
1794,False
1795,True
1796,False
1797,False
1798,True
1799,False
1800,True
1801,False
1802,False
1803,False
1804,True
1805,False
1806,False
1807,False
1808,True
1809,False
1810,False
1811,False
1812,False
1813,True
1814,False
1815,True
1816,False
1817,True
1818,True
1819,True
1820,True
1821,True
1822,False
1823,True
1824,False
1825,False
1826,True
1827,True
1828,False
1829,True
1830,True
1831,True
1832,True
1833,True
1834,False
1835,False
1836,False
1837,False
1838,True
1839,False
1840,True
1841,False
1842,True
1843,False
1844,False
1845,True
1846,True
1847,True
1848,False
1849,True
1850,True
1851,False
1852,True
1853,False
1854,True
1855,True
1856,False
1857,False
1858,False
1859,True
1860,False
1861,False
1862,True
1863,True
1864,True
1865,False
1866,True
1867,True
1868,False
1869,True
1870,False
1871,False
1872,True
1873,False
1874,True
1875,True
1876,True
1877,True
1878,False
1879,False
1880,False
1881,False
1882,True
1883,True
1884,True
1885,False
1886,True
1887,False
1888,True
1889,True
1890,False
1891,True
1892,True
1893,True
1894,False
1895,False
1896,False
1897,False
1898,False
1899,True
1900,True
1901,True
1902,True
1903,True
1904,True
1905,False
1906,False
1907,True
1908,True
1909,True
1910,False
1911,True
1912,True
1913,False
1914,False
1915,False
1916,False
1917,True
1918,True
1919,True
1920,True
1921,True
1922,False
1923,True
1924,True
1925,False
1926,True
1927,False
1928,True
1929,False
1930,False
1931,False
1932,False
1933,True
1934,True
1935,True
1936,True
1937,False
1938,False
1939,False
1940,False
1941,False
1942,False
1943,False
1944,False
1945,False
1946,False
1947,True
1948,False
1949,True
1950,True
1951,True
1952,True
1953,False
1954,False
1955,True
1956,False
1957,False
1958,False
1959,False
1960,False
1961,False
1962,True
1963,True
1964,True
1965,False
1966,True
1967,False
1968,True
1969,False
1970,False
1971,False
1972,True
1973,True
1974,False
1975,False
1976,False
1977,False
1978,False
1979,False
1980,True
1981,False
1982,False
1983,True
1984,True
1985,True
1986,True
1987,True
1988,False
1989,True
1990,True
1991,False
1992,True
1993,True
1994,True
1995,False
1996,False
1997,False
1998,False
1999,False
2000,False
2001,False
2002,False
2003,False
2004,True
2005,False
2006,False
2007,False
2008,True
2009,False
2010,True
2011,True
2012,False
2013,False
2014,False
2015,False
2016,True
2017,True
2018,False
2019,True
2020,True
2021,False
2022,True
2023,True
2024,True
2025,False
2026,True
2027,False
2028,False
2029,False
2030,True
2031,False
2032,False
2033,False
2034,True
2035,False
2036,False
2037,True
2038,False
2039,False
2040,False
2041,False
2042,True
2043,False
2044,False
2045,True
2046,True
2047,False
2048,False
2049,False
2050,True
2051,True
2052,False
2053,False
2054,False
2055,True
2056,True
2057,True
2058,False
2059,False
2060,False
2061,True
2062,False
2063,False
2064,True
2065,False
2066,True
2067,True
2068,True
2069,False
2070,True
2071,True
2072,True
2073,False
2074,False
2075,False
2076,False
2077,True
2078,True
2079,True
2080,True
2081,True
2082,False
2083,True
2084,False
2085,False
2086,False
2087,False
2088,False
2089,False
2090,False
2091,False
2092,False
2093,False
2094,True
2095,False
2096,False
2097,False
2098,True
2099,False
2100,False
2101,False
2102,True
2103,False
2104,True
2105,False
2106,False
2107,True
2108,True
2109,False
2110,True
2111,False
2112,False
2113,True
2114,False
2115,False
2116,True
2117,True
2118,False
2119,False
2120,True
2121,False
2122,True
2123,False
2124,False
2125,False
2126,True
2127,False
2128,False
2129,True
2130,True
2131,True
2132,True
2133,True
2134,True
2135,False
2136,False
2137,False
2138,False
2139,False
2140,False
2141,False
2142,False
2143,False
2144,False
2145,False
2146,False
2147,True
2148,True
2149,False
2150,False
2151,False
2152,False
2153,True
2154,False
2155,False
2156,False
2157,True
2158,False
2159,False
2160,False
2161,False
2162,True
2163,False
2164,True
2165,True
2166,True
2167,False
2168,False
2169,False
2170,False
2171,False
2172,True
2173,True
2174,False
2175,True
2176,True
2177,False
2178,False
2179,False
2180,False
2181,True
2182,True
2183,False
2184,False
2185,True
2186,True
2187,False
2188,True
2189,True
2190,False
2191,True
2192,False
2193,False
2194,True
2195,False
2196,False
2197,True
2198,True
2199,True
2200,False
2201,True
2202,False
2203,True
2204,False
2205,True
2206,False
2207,False
2208,False
2209,False
2210,True
2211,False
2212,False
2213,False
2214,False
2215,False
2216,True
2217,False
2218,True
2219,False
2220,False
2221,True
2222,True
2223,False
2224,False
2225,False
2226,False
2227,False
2228,False
2229,False
2230,False
2231,False
2232,False
2233,False
2234,False
2235,False
2236,False
2237,False
2238,False
2239,False
2240,False
2241,False
2242,False
2243,False
2244,False
2245,True
2246,False
2247,False
2248,False
2249,False
2250,False
2251,False
2252,False
2253,False
2254,False
2255,False
2256,False
2257,False
2258,True
2259,True
2260,False
2261,True
2262,True
2263,True
2264,False
2265,False
2266,False
2267,False
2268,False
2269,False
2270,False
2271,False
2272,False
2273,False
2274,True
2275,False
2276,True
2277,False
2278,False
2279,False
2280,False
2281,False
2282,False
2283,False
2284,False
2285,False
2286,False
2287,False
2288,False
2289,False
2290,False
2291,False
2292,False
2293,False
2294,False
2295,False
2296,False
2297,False
2298,False
2299,False
2300,False
2301,False
2302,False
2303,False
2304,False
2305,False
2306,False
2307,False
2308,False
2309,False
2310,False
2311,False
2312,False
2313,False
2314,True
2315,False
2316,False
2317,False
2318,False
2319,False
2320,False
2321,False
2322,True
2323,True
2324,False
2325,True
2326,True
2327,True
2328,False
2329,False
2330,False
2331,False
2332,True
2333,True
2334,True
2335,True
2336,True
2337,False
2338,False
2339,True
2340,True
2341,True
2342,True
2343,False
2344,True
2345,True
2346,True
2347,False
2348,True
2349,False
2350,True
2351,True
2352,False
2353,False
2354,True
2355,False
2356,False
2357,False
2358,False
2359,False
2360,True
2361,True
2362,False
2363,False
2364,False
2365,False
2366,False
2367,False
2368,True
2369,True
2370,False
2371,False
2372,True
2373,False
2374,True
2375,False
2376,False
2377,True
2378,False
2379,True
2380,False
2381,False
2382,True
2383,False
2384,False
2385,False
2386,True
2387,True
2388,False
2389,True
2390,False
2391,True
2392,False
2393,True
2394,True
2395,True
2396,False
2397,True
2398,False
2399,True
2400,True
2401,False
2402,False
2403,False
2404,True
2405,False
2406,True
2407,True
2408,True
2409,True
2410,False
2411,False
2412,False
2413,False
2414,True
2415,False
2416,False
2417,False
2418,False
2419,False
2420,False
2421,True
2422,False
2423,False
2424,False
2425,True
2426,False
2427,False
2428,False
2429,False
2430,False
2431,True
2432,False
2433,True
2434,False
2435,True
2436,False
2437,True
2438,False
2439,False
2440,False
2441,False
2442,True
2443,True
2444,True
2445,False
2446,True
2447,False
2448,False
2449,True
2450,True
2451,False
2452,False
2453,False
2454,True
2455,False
2456,True
2457,True
2458,False
2459,False
2460,True
2461,False
2462,False
2463,True
2464,False
2465,False
2466,False
2467,True
2468,False
2469,True
2470,False
2471,False
2472,True
2473,True
2474,True
2475,True
2476,True
2477,True
2478,False
2479,False
2480,True
2481,True
2482,False
2483,False
2484,True
2485,False
2486,True
2487,False
2488,True
2489,False
2490,False
2491,False
2492,False
2493,False
2494,True
2495,False
2496,False
2497,True
2498,False
2499,False
2500,True
2501,True
2502,False
2503,True
2504,False
2505,True
2506,True
2507,True
2508,True
2509,False
2510,False
2511,False
2512,False
2513,True
2514,True
2515,False
2516,False
2517,True
2518,False
2519,False
2520,True
2521,True
2522,True
2523,False
2524,True
2525,False
2526,False
2527,False
2528,False
2529,True
2530,True
2531,True
2532,True
2533,True
2534,True
2535,True
2536,True
2537,True
2538,True
2539,True
2540,True
2541,True
2542,False
2543,False
2544,False
2545,False
2546,False
2547,True
2548,False
2549,False
2550,False
2551,True
2552,True
2553,True
2554,True
2555,False
2556,True
2557,True
2558,True
2559,True
2560,True
2561,True
2562,True
2563,False
2564,False
2565,True
2566,True
2567,False
2568,False
2569,False
2570,True
2571,False
2572,False
2573,True
2574,False
2575,False
2576,False
2577,False
2578,False
2579,False
2580,False
2581,True
2582,False
2583,False
2584,False
2585,True
2586,True
2587,True
2588,True
2589,False
2590,True
2591,False
2592,False
2593,False
2594,True
2595,True
2596,True
2597,True
2598,True
2599,False
2600,False
2601,False
2602,True
2603,False
2604,True
2605,False
2606,False
2607,False
2608,True
2609,False
2610,False
2611,False
2612,False
2613,False
2614,False
2615,True
2616,False
2617,False
2618,True
2619,False
2620,True
2621,True
2622,False
2623,False
2624,True
2625,True
2626,False
2627,True
2628,False
2629,False
2630,False
2631,False
2632,False
2633,False
2634,True
2635,True
2636,False
2637,False
2638,True
2639,False
2640,False
2641,False
2642,False
2643,True
2644,False
2645,True
2646,False
2647,False
2648,False
2649,True
2650,True
2651,True
2652,True
2653,True
2654,True
2655,False
2656,False
2657,True
2658,True
2659,False
2660,False
2661,True
2662,False
2663,False
2664,True
2665,True
2666,True
2667,True
2668,False
2669,True
2670,True
2671,False
2672,False
2673,True
2674,False
2675,False
2676,False
2677,True
2678,False
2679,False
2680,False
2681,False
2682,True
2683,True
2684,True
2685,True
2686,False
2687,False
2688,False
2689,False
2690,False
2691,True
2692,False
2693,False
2694,True
2695,True
2696,True
2697,True
2698,True
2699,True
2700,True
2701,True
2702,True
2703,False
2704,True
2705,True
2706,False
2707,True
2708,True
2709,False
2710,True
2711,False
2712,True
2713,True
2714,True
2715,True
2716,True
2717,True
2718,False
2719,True
2720,False
2721,False
2722,True
2723,True
2724,False
2725,False
2726,True
2727,True
2728,True
2729,False
2730,True
2731,True
2732,True
2733,True
2734,False
2735,False
2736,False
2737,False
2738,True
2739,False
2740,False
2741,False
2742,True
2743,True
2744,True
2745,True
2746,True
2747,True
2748,True
2749,True
2750,True
2751,True
2752,True
2753,False
2754,True
2755,True
2756,False
2757,False
2758,True
2759,True
2760,False
2761,True
2762,True
2763,False
2764,True
2765,False
2766,True
2767,False
2768,True
2769,True
2770,True
2771,True
2772,True
2773,True
2774,False
2775,False
2776,False
2777,False
2778,True
2779,True
2780,False
2781,True
2782,False
2783,False
2784,False
2785,False
2786,False
2787,False
2788,False
2789,False
2790,False
2791,True
2792,False
2793,False
2794,False
2795,False
2796,False
2797,True
2798,True
2799,False
2800,False
2801,True
2802,False
2803,False
2804,False
2805,True
2806,True
2807,True
2808,True
2809,False
2810,True
2811,False
2812,False
2813,True
2814,True
2815,False
2816,False
2817,True
2818,True
2819,False
2820,False
2821,True
2822,True
2823,True
2824,False
2825,False
2826,False
2827,False
2828,False
2829,True
2830,True
2831,True
2832,False
2833,True
2834,False
2835,False
2836,False
2837,True
2838,False
2839,False
2840,True
2841,False
2842,False
2843,True
2844,True
2845,True
2846,True
2847,True
2848,True
2849,True
2850,False
2851,True
2852,True
2853,False
2854,False
2855,True
2856,True
2857,False
2858,True
2859,True
2860,True
2861,True
2862,False
2863,True
2864,True
2865,True
2866,True
2867,True
2868,True
2869,True
2870,True
2871,True
2872,True
2873,False
2874,True
2875,False
2876,False
2877,False
2878,True
2879,False
2880,False
2881,True
2882,True
2883,False
2884,False
2885,False
2886,True
2887,True
2888,True
2889,True
2890,True
2891,True
2892,False
2893,True
2894,True
2895,False
2896,False
2897,False
2898,False
2899,False
2900,True
2901,True
2902,False
2903,True
2904,False
2905,True
2906,True
2907,False
2908,False
2909,True
2910,False
2911,False
2912,True
2913,True
2914,True
2915,True
2916,False
2917,False
2918,True
2919,True
2920,True
2921,True
2922,False
2923,False
2924,False
2925,True
2926,False
2927,False
2928,False
2929,False
2930,False
2931,False
2932,False
2933,False
2934,False
2935,False
2936,True
2937,False
2938,False
2939,True
2940,False
2941,False
2942,True
2943,False
2944,False
2945,False
2946,True
2947,True
2948,True
2949,False
2950,False
2951,False
2952,True
2953,True
2954,True
2955,False
2956,False
2957,True
2958,False
2959,False
2960,True
2961,False
2962,False
2963,True
2964,False
2965,True
2966,False
2967,True
2968,False
2969,False
2970,False
2971,False
2972,True
2973,False
2974,True
2975,True
2976,False
2977,False
2978,False
2979,False
2980,False
2981,True
2982,True
2983,True
2984,True
2985,False
2986,True
2987,True
2988,True
2989,False
2990,True
2991,True
2992,True
2993,True
2994,True
2995,False
2996,False
